agency_id,incident_id,nibrs_month_id,incident_number,cargo_theft_flag,submission_date,incident_date,report_date_flag,incident_hour,cleared_except_id,cleared_except_date,incident_status,data_home,ddocname,orig_format,ff_line_number,did
895,86043961,7263767,160127009,,11/6/2017 0:00,1/27/2016 0:00,,13,6,,0,C,2016_01_AZ0111300_160127009_INC,F,,8003441
895,86044539,7263767,160127011,,11/6/2017 0:00,1/27/2016 0:00,,18,6,,0,C,2016_01_AZ0111300_160127011_INC,F,,8003454
895,87909921,7263767,160118002,,11/6/2017 0:00,1/18/2016 0:00,,5,6,,0,C,2016_01_AZ0111300_160118002_INC,F,,11569908
895,83886284,7263767,160101009,,11/6/2017 0:00,1/1/2016 0:00,,9,6,,0,C,2016_01_AZ0111300_160101009_INC,F,,3484378
895,83886562,7263767,160102006,,11/6/2017 0:00,1/2/2016 0:00,,17,6,,0,C,2016_01_AZ0111300_160102006_INC,F,,3483492
895,83886292,7263767,160104007,,11/6/2017 0:00,1/4/2016 0:00,,14,6,,0,C,2016_01_AZ0111300_160104007_INC,F,,3484391
895,83886294,7263767,160106017,,11/6/2017 0:00,1/6/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160106017_INC,F,,3484397
895,83886305,7263767,160107001,,11/6/2017 0:00,1/7/2016 0:00,,5,6,,0,C,2016_01_AZ0111300_160107001_INC,F,,3484408
895,83886308,7263767,160108005,,11/6/2017 0:00,1/8/2016 0:00,,10,6,,0,C,2016_01_AZ0111300_160108005_INC,F,,3484411
895,83886310,7263767,160205007,,11/6/2017 0:00,1/8/2016 0:00,,12,6,,0,C,2016_01_AZ0111300_160205007_INC,F,,3484416
895,83886336,7263767,160112014,,11/6/2017 0:00,1/12/2016 0:00,,15,6,,0,C,2016_01_AZ0111300_160112014_INC,F,,3484454
895,83886328,7263767,160110023,,11/6/2017 0:00,1/10/2016 0:00,,22,6,,0,C,2016_01_AZ0111300_160110023_INC,F,,3484443
895,83886339,7263767,160112003,,11/6/2017 0:00,1/12/2016 0:00,,8,6,,0,C,2016_01_AZ0111300_160112003_INC,F,,3484456
895,83886345,7263767,160114005,,11/6/2017 0:00,1/14/2016 0:00,,10,6,,0,C,2016_01_AZ0111300_160114005_INC,F,,3484467
895,83886349,7263767,160114011,,11/6/2017 0:00,1/14/2016 0:00,,18,6,,0,C,2016_01_AZ0111300_160114011_INC,F,,3484473
895,83886570,7263767,160115001,,11/6/2017 0:00,1/15/2016 0:00,,1,6,,0,C,2016_01_AZ0111300_160115001_INC,F,,3484478
895,83886357,7263767,160117007,,11/6/2017 0:00,1/17/2016 0:00,,12,6,,0,C,2016_01_AZ0111300_160117007_INC,F,,3484488
895,83886573,7263767,160118005,,11/6/2017 0:00,1/17/2016 0:00,,22,6,,0,C,2016_01_AZ0111300_160118005_INC,F,,3483513
895,83886375,7263767,160121001,,11/6/2017 0:00,1/20/2016 0:00,,23,6,,0,C,2016_01_AZ0111300_160121001_INC,F,,3483523
895,83886380,7263767,160121018,,11/6/2017 0:00,1/21/2016 0:00,,11,6,,0,C,2016_01_AZ0111300_160121018_INC,F,,3484534
895,83886386,7263767,160123004,,11/6/2017 0:00,1/23/2016 0:00,,2,6,,0,C,2016_01_AZ0111300_160123004_INC,F,,3483527
895,83886388,7263767,160123009,,11/6/2017 0:00,1/23/2016 0:00,,3,6,,0,C,2016_01_AZ0111300_160123009_INC,F,,3484547
895,83886393,7263767,160125008,,11/6/2017 0:00,1/25/2016 0:00,,11,6,,0,C,2016_01_AZ0111300_160125008_INC,F,,3484556
895,83886401,7263767,160127007,,11/6/2017 0:00,1/27/2016 0:00,,10,6,,0,C,2016_01_AZ0111300_160127007_INC,F,,3484569
895,83886416,7263767,160130003,,11/6/2017 0:00,1/30/2016 0:00,,1,6,,0,C,2016_01_AZ0111300_160130003_INC,F,,3484591
895,83886282,7263767,160101013,,11/6/2017 0:00,1/1/2016 0:00,,21,6,,0,C,2016_01_AZ0111300_160101013_INC,F,,3484380
895,83886296,7263767,160106015,,11/6/2017 0:00,1/6/2016 0:00,,18,6,,0,C,2016_01_AZ0111300_160106015_INC,F,,3484396
895,83886320,7263767,160110010,,11/6/2017 0:00,1/10/2016 0:00,,4,6,,0,C,2016_01_AZ0111300_160110010_INC,F,,3484430
895,83886331,7263767,160111011,,11/6/2017 0:00,1/11/2016 0:00,,19,6,,0,C,2016_01_AZ0111300_160111011_INC,F,,3484448
895,83886337,7263767,160112015,,11/6/2017 0:00,1/12/2016 0:00,,16,6,,0,C,2016_01_AZ0111300_160112015_INC,F,,3484455
895,83886341,7263767,160116004,,11/6/2017 0:00,1/12/2016 0:00,,13,6,,0,C,2016_01_AZ0111300_160116004_INC,F,,3484460
895,83886354,7263767,160116008,,11/6/2017 0:00,1/16/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160116008_INC,F,,3484483
895,83886359,7263767,160118006,,11/6/2017 0:00,1/18/2016 0:00,,16,6,,0,C,2016_01_AZ0111300_160118006_INC,F,,3484496
895,83886369,7263767,160119011,,11/6/2017 0:00,1/19/2016 0:00,,14,6,,0,C,2016_01_AZ0111300_160119011_INC,F,,3484510
895,83886378,7263767,160121010,,11/6/2017 0:00,1/21/2016 0:00,,13,6,,0,C,2016_01_AZ0111300_160121010_INC,F,,3484527
895,83886394,7263767,160125017,,11/6/2017 0:00,1/25/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160125017_INC,F,,3483532
895,83886407,7263767,160128006,,11/6/2017 0:00,1/28/2016 0:00,,13,6,,0,C,2016_01_AZ0111300_160128006_INC,F,,3484576
895,83886409,7263767,160128010,,11/6/2017 0:00,1/28/2016 0:00,,15,6,,0,C,2016_01_AZ0111300_160128010_INC,F,,3484578
895,83886418,7263767,160131011,,11/6/2017 0:00,1/31/2016 0:00,,19,6,,0,C,2016_01_AZ0111300_160131011_INC,F,,3484596
895,83886281,7263767,160101008,,11/6/2017 0:00,1/1/2016 0:00,,2,6,,0,C,2016_01_AZ0111300_160101008_INC,F,,3484377
895,83886283,7263767,160102001,,11/6/2017 0:00,1/2/2016 0:00,,5,6,,0,C,2016_01_AZ0111300_160102001_INC,F,,3484381
895,83886561,7263767,160102002,,11/6/2017 0:00,1/2/2016 0:00,,8,6,,0,C,2016_01_AZ0111300_160102002_INC,F,,3484382
895,83886287,7263767,160103007,,11/6/2017 0:00,1/3/2016 0:00,,16,6,,0,C,2016_01_AZ0111300_160103007_INC,F,,3484385
895,83886290,7263767,160104002,,11/6/2017 0:00,1/3/2016 0:00,,23,6,,0,C,2016_01_AZ0111300_160104002_INC,F,,3483493
895,83886298,7263767,160106010,,11/6/2017 0:00,1/6/2016 0:00,,16,6,,0,C,2016_01_AZ0111300_160106010_INC,F,,3484395
895,83886301,7263767,160110013,,11/6/2017 0:00,1/6/2016 0:00,,12,6,,0,C,2016_01_AZ0111300_160110013_INC,F,,3484403
895,83886303,7263767,160125010,,11/6/2017 0:00,1/6/2016 0:00,,13,6,,0,C,2016_01_AZ0111300_160125010_INC,F,,3484406
895,83886312,7263767,160109002,,11/6/2017 0:00,1/8/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160109002_INC,F,,3484420
895,83886315,7263767,160109005,,11/6/2017 0:00,1/9/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160109005_INC,F,,3484425
895,83886316,7263767,160109008,,11/6/2017 0:00,1/9/2016 0:00,,17,6,,0,C,2016_01_AZ0111300_160109008_INC,F,,3484426
895,83886317,7263767,160110006,,11/6/2017 0:00,1/10/2016 0:00,,9,6,,0,C,2016_01_AZ0111300_160110006_INC,F,,3484427
895,83886319,7263767,160110008,,11/6/2017 0:00,1/10/2016 0:00,,4,6,,0,C,2016_01_AZ0111300_160110008_INC,F,,3483505
895,83886323,7263767,160110014,,11/6/2017 0:00,1/10/2016 0:00,,13,6,,0,C,2016_01_AZ0111300_160110014_INC,F,,3484434
895,83886325,7263767,160110021,,11/6/2017 0:00,1/10/2016 0:00,,21,6,,0,C,2016_01_AZ0111300_160110021_INC,F,,3484442
895,83886327,7263767,160110020,,11/6/2017 0:00,1/10/2016 0:00,,18,6,,0,C,2016_01_AZ0111300_160110020_INC,F,,3484444
895,83886333,7263767,160115006,,11/6/2017 0:00,1/11/2016 0:00,,13,6,,0,C,2016_01_AZ0111300_160115006_INC,F,,3484450
895,83886335,7263767,160112010,,11/6/2017 0:00,1/12/2016 0:00,,13,6,,0,C,2016_01_AZ0111300_160112010_INC,F,,3484453
895,83886342,7263767,160114006,,11/6/2017 0:00,1/13/2016 0:00,,6,6,,0,C,2016_01_AZ0111300_160114006_INC,F,,3484465
895,83886347,7263767,160114013,,11/6/2017 0:00,1/14/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160114013_INC,F,,3484471
895,83886350,7263767,160125014,,11/6/2017 0:00,1/14/2016 0:00,,13,6,,0,C,2016_01_AZ0111300_160125014_INC,F,,3484476
895,83886353,7263767,160115010,,11/6/2017 0:00,1/15/2016 0:00,,15,6,,0,C,2016_01_AZ0111300_160115010_INC,F,,3484481
895,83886361,7263767,160118009,,11/6/2017 0:00,1/18/2016 0:00,,21,6,,0,C,2016_01_AZ0111300_160118009_INC,F,,3484499
895,83886364,7263767,160204016,,11/6/2017 0:00,1/18/2016 0:00,,18,6,,0,C,2016_01_AZ0111300_160204016_INC,F,,3484505
895,83886368,7263767,160119001,,11/6/2017 0:00,1/19/2016 0:00,,3,6,,0,C,2016_01_AZ0111300_160119001_INC,F,,3484509
895,83886578,7263767,160120004,,11/6/2017 0:00,1/20/2016 0:00,,7,6,,0,C,2016_01_AZ0111300_160120004_INC,F,,3483519
895,83886579,7263767,160120009,,11/6/2017 0:00,1/20/2016 0:00,,9,6,,0,C,2016_01_AZ0111300_160120009_INC,F,,3483521
895,83886376,7263767,160121008,,11/6/2017 0:00,1/21/2016 0:00,,11,6,,0,C,2016_01_AZ0111300_160121008_INC,F,,3484523
895,83886377,7263767,160121011,,11/6/2017 0:00,1/21/2016 0:00,,12,6,,0,C,2016_01_AZ0111300_160121011_INC,F,,3484528
895,83886379,7263767,160121013,,11/6/2017 0:00,1/21/2016 0:00,,14,6,,0,C,2016_01_AZ0111300_160121013_INC,F,,3484530
895,83886381,7263767,160122001,,11/6/2017 0:00,1/22/2016 0:00,,4,6,,0,C,2016_01_AZ0111300_160122001_INC,F,,3483526
895,83886383,7263767,160122002,,11/6/2017 0:00,1/22/2016 0:00,,8,6,,0,C,2016_01_AZ0111300_160122002_INC,F,,3484537
895,83886384,7263767,160122007,,11/6/2017 0:00,1/22/2016 0:00,,19,6,,0,C,2016_01_AZ0111300_160122007_INC,F,,3484539
895,83886387,7263767,160123008,,11/6/2017 0:00,1/23/2016 0:00,,12,6,,0,C,2016_01_AZ0111300_160123008_INC,F,,3484544
895,83886390,7263767,160124005,,11/6/2017 0:00,1/24/2016 0:00,,13,6,,0,C,2016_01_AZ0111300_160124005_INC,F,,3484551
895,83886395,7263767,160126005,,11/6/2017 0:00,1/25/2016 0:00,,9,6,,0,C,2016_01_AZ0111300_160126005_INC,F,,3484558
895,83886402,7263767,160127001,,11/6/2017 0:00,1/27/2016 0:00,,1,6,,0,C,2016_01_AZ0111300_160127001_INC,F,,3484568
895,83886408,7263767,160128007,,11/6/2017 0:00,1/28/2016 0:00,,14,6,,0,C,2016_01_AZ0111300_160128007_INC,F,,3484577
895,83886411,7263767,160202004,,11/6/2017 0:00,1/29/2016 0:00,,9,6,,0,C,2016_01_AZ0111300_160202004_INC,F,,3484587
895,83886412,7263767,160128013,,11/6/2017 0:00,1/28/2016 0:00,,22,6,,0,C,2016_01_AZ0111300_160128013_INC,F,,3484583
895,83886414,7263767,160129013,,11/6/2017 0:00,1/29/2016 0:00,,21,6,,0,C,2016_01_AZ0111300_160129013_INC,F,,3484589
895,83886415,7263767,160129014,,11/6/2017 0:00,1/29/2016 0:00,,21,6,,0,C,2016_01_AZ0111300_160129014_INC,F,,3484590
895,83886293,7263767,160104011,,11/6/2017 0:00,1/4/2016 0:00,,16,6,,0,C,2016_01_AZ0111300_160104011_INC,F,,3484392
895,83886297,7263767,160106014,,11/6/2017 0:00,1/6/2016 0:00,,18,6,,0,C,2016_01_AZ0111300_160106014_INC,F,,3483495
895,83886300,7263767,160107006,,11/6/2017 0:00,1/6/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160107006_INC,F,,3483497
895,83886304,7263767,160111010,,11/6/2017 0:00,1/7/2016 0:00,,9,6,,0,C,2016_01_AZ0111300_160111010_INC,F,,3484407
895,83886313,7263767,160109004,,11/6/2017 0:00,1/9/2016 0:00,,17,6,,0,C,2016_01_AZ0111300_160109004_INC,F,,3484423
895,83886318,7263767,160109006,,11/6/2017 0:00,1/9/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160109006_INC,F,,3483504
895,83886330,7263767,160111006,,11/6/2017 0:00,1/10/2016 0:00,,21,6,,0,C,2016_01_AZ0111300_160111006_INC,F,,3484446
895,83886338,7263767,160112018,,11/6/2017 0:00,1/12/2016 0:00,,17,6,,0,C,2016_01_AZ0111300_160112018_INC,F,,3484457
895,83886343,7263767,160113006,,11/6/2017 0:00,1/13/2016 0:00,,16,6,,0,C,2016_01_AZ0111300_160113006_INC,F,,3484466
895,83886291,7263767,160104009,,11/6/2017 0:00,1/4/2016 0:00,,13,6,,0,C,2016_01_AZ0111300_160104009_INC,F,,3484390
895,83886295,7263767,160105006,,11/6/2017 0:00,1/5/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160105006_INC,F,,3484393
895,83886299,7263767,160106011,,11/6/2017 0:00,1/6/2016 0:00,,16,6,,0,C,2016_01_AZ0111300_160106011_INC,F,,3484401
895,83886306,7263767,160107010,,11/6/2017 0:00,1/7/2016 0:00,,15,6,,0,C,2016_01_AZ0111300_160107010_INC,F,,3483501
895,83886311,7263767,160108013,,11/6/2017 0:00,1/8/2016 0:00,,19,6,,0,C,2016_01_AZ0111300_160108013_INC,F,,3484418
895,83886348,7263767,160114014,,11/6/2017 0:00,1/14/2016 0:00,,22,6,,0,C,2016_01_AZ0111300_160114014_INC,F,,3484474
895,83886351,7263767,160115012,,11/6/2017 0:00,1/15/2016 0:00,,19,6,,0,C,2016_01_AZ0111300_160115012_INC,F,,3484479
895,83886355,7263767,160118004,,11/6/2017 0:00,1/16/2016 0:00,,22,6,,0,C,2016_01_AZ0111300_160118004_INC,F,,3484485
895,83886363,7263767,160119003,,11/6/2017 0:00,1/18/2016 0:00,,7,6,,0,C,2016_01_AZ0111300_160119003_INC,F,,3484502
895,83886371,7263767,160120001,,11/6/2017 0:00,1/20/2016 0:00,,1,6,,0,C,2016_01_AZ0111300_160120001_INC,F,,3484513
895,83886372,7263767,160120007,,11/6/2017 0:00,1/20/2016 0:00,,15,6,,0,C,2016_01_AZ0111300_160120007_INC,F,,3484516
895,83886391,7263767,160125006,,11/6/2017 0:00,1/25/2016 0:00,,10,6,,0,C,2016_01_AZ0111300_160125006_INC,F,,3484552
895,83886397,7263767,160126002,,11/6/2017 0:00,1/26/2016 0:00,,2,6,,0,C,2016_01_AZ0111300_160126002_INC,F,,3483534
895,83886406,7263767,160128002,,11/6/2017 0:00,1/28/2016 0:00,,7,6,,0,C,2016_01_AZ0111300_160128002_INC,F,,3484573
895,83886410,7263767,160129004,,11/6/2017 0:00,1/28/2016 0:00,,7,6,,0,C,2016_01_AZ0111300_160129004_INC,F,,3484582
895,83886314,7263767,160109003,,11/6/2017 0:00,1/9/2016 0:00,,15,6,,0,C,2016_01_AZ0111300_160109003_INC,F,,3484424
895,83886322,7263767,160110011,,11/6/2017 0:00,1/10/2016 0:00,,13,6,,0,C,2016_01_AZ0111300_160110011_INC,F,,3484433
895,83886332,7263767,160111003,,11/6/2017 0:00,1/11/2016 0:00,,1,6,,0,C,2016_01_AZ0111300_160111003_INC,F,,3484449
895,83886334,7263767,160112007,,11/6/2017 0:00,1/12/2016 0:00,,12,6,,0,C,2016_01_AZ0111300_160112007_INC,F,,3484451
895,83886568,7263767,160113005,,11/6/2017 0:00,1/13/2016 0:00,,15,6,,0,C,2016_01_AZ0111300_160113005_INC,F,,3484464
895,83886356,7263767,160117001,,11/6/2017 0:00,1/17/2016 0:00,,,6,,0,C,2016_01_AZ0111300_160117001_INC,F,,3484486
895,83886362,7263767,160118010,,11/6/2017 0:00,1/18/2016 0:00,,22,6,,0,C,2016_01_AZ0111300_160118010_INC,F,,3484501
895,83886365,7263767,160119004,,11/6/2017 0:00,1/18/2016 0:00,,21,6,,0,C,2016_01_AZ0111300_160119004_INC,F,,3484506
895,83886367,7263767,160119006,,11/6/2017 0:00,1/19/2016 0:00,,14,6,,0,C,2016_01_AZ0111300_160119006_INC,F,,3483516
895,83886370,7263767,160120003,,11/6/2017 0:00,1/20/2016 0:00,,2,6,,0,C,2016_01_AZ0111300_160120003_INC,F,,3484514
895,83886374,7263767,160120013,,11/6/2017 0:00,1/20/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160120013_INC,F,,3484522
895,83886385,7263767,160123005,,11/6/2017 0:00,1/23/2016 0:00,,2,6,,0,C,2016_01_AZ0111300_160123005_INC,F,,3484541
895,83886584,7263767,160129010,,11/6/2017 0:00,1/29/2016 0:00,,10,6,,0,C,2016_01_AZ0111300_160129010_INC,F,,3484588
895,83886392,7263767,160124012,,11/6/2017 0:00,1/24/2016 0:00,,22,6,,0,C,2016_01_AZ0111300_160124012_INC,F,,3484554
895,83886400,7263767,160129008,,11/6/2017 0:00,1/26/2016 0:00,,6,6,,0,C,2016_01_AZ0111300_160129008_INC,F,,3484566
895,85122265,7263767,160101002,,11/6/2017 0:00,1/1/2016 0:00,,1,6,,0,C,2016_01_AZ0111300_160101002_INC,F,,6190549
895,83886569,7263767,160113009,,11/6/2017 0:00,1/13/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160113009_INC,F,,3483511
895,83886346,7263767,160114008,,11/6/2017 0:00,1/14/2016 0:00,,12,6,,0,C,2016_01_AZ0111300_160114008_INC,F,,3484469
895,83886576,7263767,160118003,,11/6/2017 0:00,1/18/2016 0:00,,6,6,,0,C,2016_01_AZ0111300_160118003_INC,F,,3484498
895,83886577,7263767,160125003,,11/6/2017 0:00,1/18/2016 0:00,,9,6,,0,C,2016_01_AZ0111300_160125003_INC,F,,3484507
895,83886580,7263767,160121005,,11/6/2017 0:00,1/21/2016 0:00,,9,6,,0,C,2016_01_AZ0111300_160121005_INC,F,,3484524
895,83886581,7263767,160121022,,11/6/2017 0:00,1/21/2016 0:00,,23,6,,0,C,2016_01_AZ0111300_160121022_INC,F,,3484532
895,83886382,7263767,160122008,,11/6/2017 0:00,1/22/2016 0:00,,19,6,,0,C,2016_01_AZ0111300_160122008_INC,F,,3484540
895,83886582,7263767,160127006,,11/6/2017 0:00,1/23/2016 0:00,,10,6,,0,C,2016_01_AZ0111300_160127006_INC,F,,3484555
895,83886583,7263767,160128011,,11/6/2017 0:00,1/28/2016 0:00,,19,6,,0,C,2016_01_AZ0111300_160128011_INC,F,,3483539
895,83886586,7263767,160201002,,11/6/2017 0:00,1/31/2016 0:00,,18,6,,0,C,2016_01_AZ0111300_160201002_INC,F,,3483542
895,83886288,7263767,160104003,,11/6/2017 0:00,1/4/2016 0:00,,23,6,,0,C,2016_01_AZ0111300_160104003_INC,F,,3484387
895,83886307,7263767,160108006,,11/6/2017 0:00,1/7/2016 0:00,,23,6,,0,C,2016_01_AZ0111300_160108006_INC,F,,3483502
895,83886565,7263767,160108016,,11/6/2017 0:00,1/8/2016 0:00,,22,6,,0,C,2016_01_AZ0111300_160108016_INC,F,,3484419
895,83886566,7263767,160110007,,11/6/2017 0:00,1/10/2016 0:00,,4,6,,0,C,2016_01_AZ0111300_160110007_INC,F,,3484428
895,83886567,7263767,160110015,,11/6/2017 0:00,1/10/2016 0:00,,14,6,,0,C,2016_01_AZ0111300_160110015_INC,F,,3484435
895,83886326,7263767,160110017,,11/6/2017 0:00,1/10/2016 0:00,,14,6,,0,C,2016_01_AZ0111300_160110017_INC,F,,3484441
895,83886289,7263767,160103009,,11/6/2017 0:00,1/3/2016 0:00,,9,6,,0,C,2016_01_AZ0111300_160103009_INC,F,,3484386
895,83886563,7263767,160105001,,11/6/2017 0:00,1/5/2016 0:00,,6,6,,0,C,2016_01_AZ0111300_160105001_INC,F,,3483494
895,83886302,7263767,160108002,,11/6/2017 0:00,1/7/2016 0:00,,18,6,,0,C,2016_01_AZ0111300_160108002_INC,F,,3484404
895,83886564,7263767,160108004,,11/6/2017 0:00,1/8/2016 0:00,,10,6,,0,C,2016_01_AZ0111300_160108004_INC,F,,3484409
895,83886309,7263767,160108007,,11/6/2017 0:00,1/8/2016 0:00,,21,6,,0,C,2016_01_AZ0111300_160108007_INC,F,,3484417
895,83886324,7263767,160110016,,11/6/2017 0:00,1/10/2016 0:00,,14,6,,0,C,2016_01_AZ0111300_160110016_INC,F,,3484436
895,83886329,7263767,160111005,,11/6/2017 0:00,1/10/2016 0:00,,6,6,,0,C,2016_01_AZ0111300_160111005_INC,F,,3484445
895,83886340,7263767,160112017,,11/6/2017 0:00,1/12/2016 0:00,,19,6,,0,C,2016_01_AZ0111300_160112017_INC,F,,3484458
895,83886344,7263767,160113012,,11/6/2017 0:00,1/13/2016 0:00,,21,6,,0,C,2016_01_AZ0111300_160113012_INC,F,,3484463
895,83886352,7263767,160115013,,11/6/2017 0:00,1/15/2016 0:00,,19,6,,0,C,2016_01_AZ0111300_160115013_INC,F,,3483512
895,83886572,7263767,160116007,,11/6/2017 0:00,1/16/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160116007_INC,F,,3484487
895,83886575,7263767,160117008,,11/6/2017 0:00,1/17/2016 0:00,,12,6,,0,C,2016_01_AZ0111300_160117008_INC,F,,3484491
895,83886366,7263767,160125005,,11/6/2017 0:00,1/18/2016 0:00,,1,6,,0,C,2016_01_AZ0111300_160125005_INC,F,,3484508
895,83886373,7263767,160120011,,11/6/2017 0:00,1/20/2016 0:00,,18,6,,0,C,2016_01_AZ0111300_160120011_INC,F,,3484521
895,83886399,7263767,160126009,,11/6/2017 0:00,1/26/2016 0:00,,15,6,,0,C,2016_01_AZ0111300_160126009_INC,F,,3484563
895,83886413,7263767,160129005,,11/6/2017 0:00,1/29/2016 0:00,,13,6,,0,C,2016_01_AZ0111300_160129005_INC,F,,3484585
895,83886585,7263767,160131005,,11/6/2017 0:00,1/30/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160131005_INC,F,,3484594
895,86043944,7263767,160627014,,11/6/2017 0:00,1/1/2016 0:00,,12,6,,0,C,2016_01_AZ0111300_160627014_INC,F,,8003418
895,85622579,7263767,160211008,,11/6/2017 0:00,1/26/2016 0:00,,12,6,,0,C,2016_01_AZ0111300_160211008_INC,F,,7224016
895,85122680,7263767,160114015,,11/6/2017 0:00,1/14/2016 0:00,,23,6,,0,C,2016_01_AZ0111300_160114015_INC,F,,6191171
895,85122294,7263767,160208008,,11/6/2017 0:00,1/30/2016 0:00,,18,6,,0,C,2016_01_AZ0111300_160208008_INC,F,,6190620
895,85122658,7263767,160414003,,11/6/2017 0:00,1/3/2016 0:00,,,6,,0,C,2016_01_AZ0111300_160414003_INC,F,,6190544
895,85122678,7263767,160128012,,11/6/2017 0:00,1/28/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160128012_INC,F,,6191190
895,85122285,7263767,160115008,,11/6/2017 0:00,1/15/2016 0:00,,16,6,,0,C,2016_01_AZ0111300_160115008_INC,F,,6190593
895,85622072,7263767,160121015,,11/6/2017 0:00,1/21/2016 0:00,,14,2,3/11/2016 0:00,0,C,2016_01_AZ0111300_160121015_INC,F,,7223724
895,85122282,7263767,160328004,,11/6/2017 0:00,1/17/2016 0:00,,16,6,,0,C,2016_01_AZ0111300_160328004_INC,F,,6190592
895,85122289,7263767,160118008,,11/6/2017 0:00,1/18/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_160118008_INC,F,,6191191
895,85122684,7263767,160110012,,11/6/2017 0:00,1/10/2016 0:00,,5,6,,0,C,2016_01_AZ0111300_160110012_INC,F,,6190605
895,85122665,7263767,160108001,,11/6/2017 0:00,1/7/2016 0:00,,22,6,,0,C,2016_01_AZ0111300_160108001_INC,F,,6191154
895,85122676,7263767,160119015,,11/6/2017 0:00,1/19/2016 0:00,,19,6,,0,C,2016_01_AZ0111300_160119015_INC,F,,6191182
895,87430481,7263767,160905005,,11/6/2017 0:00,1/1/2016 0:00,,1,6,,0,C,2016_01_AZ0111300_160905005_INC,F,,10695058
895,86471594,7263767,160117009,,11/6/2017 0:00,1/17/2016 0:00,,15,2,5/4/2016 0:00,0,C,2016_01_AZ0111300_160117009_INC,F,,8795378
895,90016459,7263767,160126007,,11/7/2017 0:00,1/25/2016 0:00,,17,2,12/28/2016 0:00,0,C,2016_01_AZ0111300_160126007_INC,F,,16233783
895,90676589,7263767,170104006,,11/7/2017 0:00,1/4/2016 0:00,,1,6,,0,C,2016_01_AZ0111300_170104006_INC,F,,17518556
895,89285223,7263767,170116001,,11/7/2017 0:00,1/15/2016 0:00,,20,6,,0,C,2016_01_AZ0111300_170116001_INC,F,,14857221
895,89284312,7263767,170126003,,11/7/2017 0:00,1/26/2016 0:00,,10,6,,0,C,2016_01_AZ0111300_170126003_INC,F,,14856896
895,90017508,7263767,160123013,,11/7/2017 0:00,1/23/2016 0:00,,23,6,,0,C,2016_01_AZ0111300_160123013_INC,F,,16233782
895,91341367,7263767,160117011,,11/7/2017 0:00,1/16/2016 0:00,,1,6,,0,C,2016_01_AZ0111300_160117011_INC,F,,18815190
895,91341372,7263767,160102003,,11/7/2017 0:00,1/2/2016 0:00,,9,6,,0,C,2016_01_AZ0111300_160102003_INC,F,,18814473
895,91341353,7263767,170720009,,11/7/2017 0:00,1/1/2016 0:00,,,6,,0,C,2016_01_AZ0111300_170720009_INC,F,,18815168
895,91341637,7263767,160125001,,11/7/2017 0:00,1/28/2016 0:00,,11,6,,0,C,2016_01_AZ0111300_160125001_INC,F,,18814479
895,86044527,7392274,160613004,,11/6/2017 0:00,2/23/2016 0:00,,13,6,,0,C,2016_02_AZ0111300_160613004_INC,F,,8004020
895,86044540,7392274,160222008,,11/6/2017 0:00,2/22/2016 0:00,,11,6,,0,C,2016_02_AZ0111300_160222008_INC,F,,8004041
895,85123600,7392274,160228007,,11/6/2017 0:00,2/27/2016 0:00,,21,6,,0,C,2016_02_AZ0111300_160228007_INC,F,,6191823
895,85122783,7392274,160205011,,11/6/2017 0:00,2/5/2016 0:00,,18,6,,0,C,2016_02_AZ0111300_160205011_INC,F,,6191307
895,85122844,7392274,160208002,,11/6/2017 0:00,2/7/2016 0:00,,17,6,,0,C,2016_02_AZ0111300_160208002_INC,F,,6190849
895,85122926,7392274,160212001,,11/6/2017 0:00,2/12/2016 0:00,,5,6,,0,C,2016_02_AZ0111300_160212001_INC,F,,6190991
895,85123213,7392274,160227006,,11/6/2017 0:00,2/27/2016 0:00,,17,6,,0,C,2016_02_AZ0111300_160227006_INC,F,,6192515
895,85123106,7392274,160221005,,11/6/2017 0:00,2/21/2016 0:00,,19,6,,0,C,2016_02_AZ0111300_160221005_INC,F,,6192306
895,85123528,7392274,160222004,,11/6/2017 0:00,2/22/2016 0:00,,9,6,,0,C,2016_02_AZ0111300_160222004_INC,F,,6192323
895,85123203,7392274,160226009,,11/6/2017 0:00,2/26/2016 0:00,,19,6,,0,C,2016_02_AZ0111300_160226009_INC,F,,6191797
895,85122725,7392274,160202016,,11/6/2017 0:00,2/2/2016 0:00,,18,6,,0,C,2016_02_AZ0111300_160202016_INC,F,,6190661
895,85122753,7392274,160204010,,11/6/2017 0:00,2/3/2016 0:00,,17,6,,0,C,2016_02_AZ0111300_160204010_INC,F,,6190717
